,poisonous,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
4060,1,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,g
4061,0,f,others,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,y,d
4062,0,f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,y,d
4063,1,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,d
4064,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,g
4065,1,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,d
4066,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,y,d
4067,1,f,others,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,p
4068,0,f,y,g,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,y,d
4069,1,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,p
4070,1,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,v,p
4071,1,f,others,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,p
4072,1,f,others,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,p
4073,0,f,others,e,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,v,d
4074,0,f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,n,v,d
4075,1,x,others,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,y,g
4076,0,f,y,others,f,n,f,c,n,h,e,?,s,others,w,w,w,o,others,h,y,d
4077,0,f,y,n,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,y,d
4078,1,f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,v,g
4079,1,f,others,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,v,g
4080,1,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,y,d
4081,1,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,p
4082,1,f,others,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,v,p
4083,1,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,y,d
4084,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,p
4085,1,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,p
4086,1,x,others,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,y,p
4087,0,x,others,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,n,v,d
4088,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,y,d
4089,0,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,n,v,d
4090,1,x,others,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,d
4091,1,f,others,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,d
4092,0,f,y,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,y,d
4093,0,f,others,g,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,y,d
4094,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,v,g
4095,0,x,others,e,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,k,v,d
4096,0,f,others,e,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d
4097,1,f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,p
4098,1,x,others,w,f,others,f,c,n,u,e,b,s,s,w,w,w,o,p,k,v,d
4099,1,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,d
4100,1,x,y,e,f,y,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,d
4101,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,p
4102,1,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,d
4103,0,f,y,g,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,y,d
4104,1,x,y,n,f,f,f,c,n,b,t,?,s,s,p,p,w,o,e,w,v,l
4105,0,f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,v,d
4106,1,others,s,others,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,others
4107,0,f,others,g,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,y,d
4108,1,f,others,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,g
4109,0,f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,y,d
4110,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,p
4111,1,f,others,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,y,g
4112,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,g
4113,0,f,others,e,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,v,d
4114,1,x,others,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,p
4115,1,f,others,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,v,g
4116,1,x,others,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,v,d
4117,1,x,others,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,y,p
4118,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,g
4119,1,f,others,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,v,g
4120,1,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,v,p
4121,0,f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,k,v,d
4122,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,d
4123,1,f,others,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,v,g
4124,0,f,others,n,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,v,d
4125,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,v,p
4126,1,x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,v,p
4127,0,f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,k,y,d
4128,1,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,p
4129,0,f,others,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,y,d
4130,1,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,v,g
4131,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,d
4132,1,x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,v,d
4133,1,x,s,g,f,others,f,c,n,g,e,b,s,s,w,w,w,o,p,k,s,d
4134,0,f,others,g,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,v,d
4135,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,g
4136,1,x,others,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,d
4137,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,p
4138,0,f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,v,d
4139,1,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,d
4140,1,f,others,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,y,d
4141,0,f,y,e,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,v,d
4142,0,f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,v,d
4143,1,f,s,g,t,f,f,c,b,p,t,b,others,others,w,w,w,o,p,h,v,u
4144,1,x,others,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,p
4145,1,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,v,p
4146,1,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,v,p
4147,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,d
4148,1,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,d
4149,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,v,p
4150,0,f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,y,d
4151,1,x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,g
4152,1,f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,v,g
4153,1,x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,y,p
4154,0,f,others,e,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,v,d
4155,0,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,v,d
4156,0,f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,n,y,d
4157,1,f,others,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,g
4158,1,f,others,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,p
4159,0,f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,k,y,d
4160,1,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,y,g
4161,0,f,others,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d
4162,1,x,others,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,v,p
4163,1,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,d
4164,1,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,v,d
4165,0,f,others,others,f,n,f,w,n,w,e,b,others,others,w,n,w,o,e,w,v,l
4166,1,x,others,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,v,d
4167,1,f,others,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,g
4168,1,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,v,g
4169,1,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,g
4170,1,x,s,others,t,f,f,c,b,w,t,b,others,s,w,w,w,o,p,h,s,u
4171,1,f,others,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,v,d
4172,1,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,v,g
4173,1,f,others,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,y,p
4174,1,f,others,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,v,p
4175,1,f,others,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,d
4176,0,f,others,g,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,y,d
4177,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,y,p
4178,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,p
4179,0,f,y,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,y,d
4180,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,v,p
4181,1,f,others,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,d
4182,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,d
4183,0,f,others,g,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,y,d
4184,1,x,others,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,g
4185,1,x,others,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,p
4186,0,f,y,n,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d
4187,0,f,others,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,n,v,d
4188,1,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,v,d
4189,1,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,p
4190,1,f,others,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,v,d
4191,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,p
4192,1,f,others,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,p
4193,1,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,g
4194,1,f,s,others,t,f,f,c,b,w,t,b,others,others,w,w,w,o,p,h,s,u
4195,0,f,others,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,y,d
4196,1,x,y,n,f,y,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,d
4197,0,x,y,g,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,v,d
4198,1,x,others,g,f,others,f,w,n,n,e,b,s,s,w,w,w,o,p,k,v,d
4199,1,x,others,others,f,others,f,w,n,n,e,b,s,s,w,w,w,o,p,n,v,d
4200,1,x,y,n,f,y,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,l
4201,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,y,p
4202,1,x,others,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,v,g
4203,1,x,s,g,t,f,f,c,b,w,t,b,s,others,w,w,w,o,p,h,s,u
4204,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,p
4205,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,y,d
4206,1,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,y,p
4207,1,f,others,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,y,d
4208,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,d
4209,1,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,y,g
4210,1,f,others,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,y,g
4211,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,y,g
4212,1,f,others,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,v,g
4213,1,x,others,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,v,g
4214,1,x,others,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,y,g
4215,1,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,v,g
4216,1,f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,v,u
4217,1,x,others,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,g
4218,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,g
4219,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,d
4220,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,d
4221,1,f,others,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,v,d
4222,1,x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,p
4223,1,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,p
4224,0,f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,v,d
4225,1,f,others,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,v,d
4226,1,f,others,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,d
4227,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,v,p
4228,1,x,others,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,v,g
4229,1,x,others,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,v,p
4230,1,x,others,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,y,d
4231,1,x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,y,p
4232,1,f,s,w,t,f,f,c,b,p,t,b,others,others,w,w,w,o,p,h,s,u
4233,1,f,others,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,v,g
4234,1,f,others,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,d
4235,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,p
4236,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,d
4237,1,f,others,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,d
4238,1,f,others,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,v,p
4239,1,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,g
4240,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,p
4241,1,f,others,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,v,g
4242,1,x,others,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,d
4243,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,v,d
4244,1,x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,v,d
4245,1,x,s,w,t,f,f,c,b,h,t,b,others,s,w,w,w,o,p,h,s,g
4246,1,f,others,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,g
4247,1,x,s,others,t,f,f,c,b,p,t,b,others,s,w,w,w,o,p,h,s,g
4248,1,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,v,d
4249,1,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,v,d
4250,1,x,others,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,y,g
4251,1,x,others,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,y,g
4252,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,v,g
4253,0,f,y,g,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,y,d
4254,1,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,y,p
4255,1,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,y,p
4256,1,f,others,y,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,v,g
4257,1,f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,v,p
4258,1,f,others,y,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,y,d
4259,1,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,p
4260,1,f,others,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,y,g
4261,1,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,p
4262,1,x,others,others,f,others,f,c,n,p,e,b,s,s,w,w,w,o,p,k,s,d
4263,1,x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,y,d
4264,1,x,others,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,y,g
4265,1,f,others,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,g
4266,1,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,g
4267,1,f,others,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,g
4268,1,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,v,d
4269,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,y,g
4270,1,x,others,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,v,p
4271,1,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,y,d
4272,1,x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,d
4273,1,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,y,p
4274,1,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,d
4275,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,y,p
4276,0,k,y,n,f,n,f,w,n,w,e,b,others,others,w,n,w,o,e,w,v,l
4277,1,f,others,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,y,p
4278,1,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,y,g
4279,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,y,g
4280,1,x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,v,d
4281,1,x,others,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,p
4282,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,v,g
4283,0,f,s,others,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
4284,1,f,others,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,v,p
4285,1,x,others,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,y,d
4286,1,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,d
4287,1,f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,y,p
4288,1,x,others,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,v,d
4289,1,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,y,g
4290,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,v,g
4291,0,k,s,others,t,n,f,c,b,others,e,?,s,s,w,others,w,others,e,w,c,others
4292,1,x,others,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,d
4293,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,p
4294,1,f,others,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,y,p
4295,1,f,others,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,v,g
4296,1,x,others,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,y,p
4297,1,f,others,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,p
4298,1,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,g
4299,1,f,y,y,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,y,g
4300,1,f,others,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,d
4301,1,x,others,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,v,d
4302,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,v,g
4303,1,f,others,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,d
4304,1,f,others,y,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,y,g
4305,0,f,y,g,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,y,d
4306,1,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,y,d
4307,1,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,d
4308,1,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,v,g
4309,1,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,v,g
4310,1,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,g
4311,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,y,p
4312,1,f,others,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,y,d
4313,1,x,others,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,g
4314,1,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,p
4315,1,f,others,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,g
4316,1,x,others,y,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,v,d
4317,1,f,others,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,g
4318,1,f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,y,d
4319,1,f,others,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,g
4320,1,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,g
4321,1,f,others,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,g
4322,1,x,others,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,y,p
4323,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,g
4324,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,g
4325,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,v,p
4326,0,x,y,others,f,n,f,c,n,p,e,?,s,others,w,w,w,o,others,h,v,d
4327,1,f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,g
4328,1,x,others,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,y,d
4329,1,x,y,n,f,s,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,p
4330,1,f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,d
4331,1,k,y,n,f,n,f,c,n,w,e,?,k,others,w,n,w,o,e,w,v,d
4332,1,f,others,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,d
4333,1,x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,d
4334,1,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,g
4335,1,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,y,g
4336,1,x,others,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,v,d
4337,1,x,others,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,d
4338,1,x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,v,d
4339,1,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,y,g
4340,1,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,g
4341,0,f,y,e,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,y,d
4342,1,f,others,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,p
4343,1,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,g
4344,1,f,others,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,v,g
4345,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,v,p
4346,1,f,others,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,y,g
4347,1,f,others,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,g
4348,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,g
4349,1,f,s,others,t,f,f,c,b,w,t,b,s,s,w,w,w,o,p,h,s,u
4350,1,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,v,g
4351,1,x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,v,p
4352,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,v,p
4353,1,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,y,d
